quarter_cad_number,wall_material_code,year_build,floor,area,period_start_date,deal_price,price_per_sqm
78:10:0005225,Крупнопанельные,1967,5,56.6,2024-10-01,7800000.0,137809.18727915193
78:10:0005212,Крупнопанельные,1967,4,48.7,2024-10-01,6200000.0,127310.06160164271
78:10:0522301,Кирпичные,1968,4,34.6,2024-10-01,5950000.0,171965.31791907514
78:10:0522301,Крупнопанельные,1967,3,44.9,2024-10-01,3100000.0,69042.3162583519
78:10:0005217,Крупнопанельные,1966,1,56.0,2024-10-01,6500000.0,116071.42857142857
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,11,100.8,2024-10-01,24400000.0,242063.49206349207
78:10:0005225,Крупнопанельные,1968,1,44.4,2024-10-01,5350000.0,120495.4954954955
78:10:0005212,Кирпичные,1972,12,61.3,2024-10-01,9300000.0,151712.88743882545
78:10:0005217,Крупнопанельные,1965,3,128.0,2025-01-01,18400000.0,143750.0
78:10:0005212,Крупнопанельные,1971,5,31.1,2025-01-01,5900000.0,189710.6109324759
78:10:0522301,Крупнопанельные,1966,1,88.7,2025-01-01,9250000.0,104284.10372040585
78:10:0005203,Крупнопанельные,1964,2,30.9,2025-01-01,5200000.0,168284.78964401296
78:10:0005218,Крупнопанельные,1966,2,46.5,2025-01-01,7000000.0,150537.63440860214
78:10:0005211,Крупнопанельные,1972,7,62.1,2025-01-01,8100000.0,130434.78260869565
78:10:0005211,Крупнопанельные,1968,2,44.4,2025-01-01,6900000.0,155405.4054054054
78:10:0005203,Кирпичные,1953,3,76.4,2025-01-01,13000000.0,170157.06806282722
78:10:0005217,Крупнопанельные,1966,1,45.9,2025-01-01,5670000.0,123529.41176470589
78:10:0522301,Кирпичные,1968,6,34.0,2025-01-01,6250000.0,183823.5294117647
78:10:0005212,Крупнопанельные,1967,2,147.3,2025-01-01,13150000.0,89273.59131025118
78:10:0005209,Кирпичные,1964,4,64.7,2025-01-01,11200000.0,173106.64605873261
78:10:0005211,Крупнопанельные,1968,4,45.8,2025-01-01,8100000.0,176855.89519650655
78:10:0005218,Кирпичные,1966,5,38.4,2025-01-01,3000000.0,78125.0
78:10:0005212,Крупнопанельные,1967,1,46.7,2025-01-01,4350000.0,93147.75160599571
78:10:0005218,Кирпичные,1967,5,51.0,2025-01-01,11230000.0,220196.07843137256
78:10:0005211,Крупнопанельные,1972,6,59.5,2025-01-01,1670000.0,28067.2268907563
78:10:0005210,Смешанные,2018,17,28.4,2025-01-01,8400000.0,295774.647887324
78:10:0005211,Крупнопанельные,1969,6,29.2,2025-01-01,5850000.0,200342.46575342465
78:10:0005218,Крупнопанельные,1966,3,41.7,2025-01-01,6150000.0,147482.0143884892
78:10:0005217,Крупнопанельные,1965,2,31.0,2025-01-01,5600000.0,180645.16129032258
78:10:0005218,Крупнопанельные,1965,2,92.5,2025-01-01,16950000.0,183243.24324324325
78:10:0005212,Крупнопанельные,1968,3,74.3,2025-01-01,1000000.0,13458.950201884254
78:10:0005224,Крупнопанельные,1967,3,45.0,2025-01-01,999000.0,22200.0
78:10:0005210,Кирпичные,2000,6,76.1,2025-01-01,16400000.0,215505.91327201054
78:10:0005217,Крупнопанельные,1970,7,31.5,2025-01-01,5200000.0,165079.3650793651
78:10:0005218,Крупнопанельные,1965,4,41.6,2025-01-01,7499000.0,180264.42307692306
78:10:0005211,Монолитные,2003,8,80.4,2025-01-01,13100000.0,162935.32338308456
78:10:0005217,Крупнопанельные,1965,3,196.4,2025-01-01,28650000.0,145875.76374745418
78:10:0005211,Крупнопанельные,1969,7,29.4,2025-01-01,5070000.0,172448.97959183675
78:10:0005209,Кирпичные,1964,5,32.0,2025-01-01,5555000.0,173593.75
78:10:0005217,Крупнопанельные,1966,2,30.8,2025-01-01,6081100.0,197438.3116883117
78:10:0005218,Крупнопанельные,1965,3,92.6,2025-01-01,16828913.1,181737.72246220306
78:10:0005210,Смешанные,2018,3,70.8,2025-01-01,18800000.0,265536.7231638418
78:10:0005225,Крупнопанельные,1967,2,46.8,2025-01-01,6950000.0,148504.2735042735
78:10:0005211,Монолитные,2009,11,30.5,2025-01-01,7850000.0,257377.04918032786
78:10:0005212,Крупнопанельные,1968,6,49.2,2025-01-01,10500000.0,213414.63414634144
78:10:0005218,Кирпичные,1968,5,112.1,2025-01-01,13600000.0,121320.24977698484
78:10:0522301,Крупнопанельные,1967,2,88.80000000000001,2025-01-01,14100000.0,158783.78378378376
78:10:0005218,Кирпичные,1966,2,55.5,2025-01-01,8900000.0,160360.36036036036
78:10:0005217,Крупнопанельные,1966,4,62.7,2025-01-01,8500000.0,135566.18819776713
78:10:0005212,Крупнопанельные,1967,3,90.7,2025-01-01,14600000.0,160970.2315325248
78:10:0522301,Кирпичные,1968,5,67.6,2025-01-01,12000000.0,177514.7928994083
78:10:0005209,Кирпичные,1963,5,41.9,2025-01-01,7200000.0,171837.70883054895
78:10:0522301,Крупнопанельные,1967,4,44.0,2025-01-01,5000000.0,113636.36363636363
78:10:0005211,Кирпичные,1969,4,57.9,2025-01-01,11400000.0,196891.19170984457
78:10:0005218,Кирпичные,1966,5,51.7,2025-01-01,8750000.0,169245.64796905222
78:10:0005225,Крупнопанельные,1967,2,58.4,2025-01-01,1600000.0,27397.260273972603
78:10:0005218,Кирпичные,1970,2,45.1,2025-01-01,8100000.0,179600.88691796007
78:10:0005212,Крупнопанельные,1969,3,44.3,2025-01-01,7950000.0,179458.23927765238
78:10:0005217,Крупнопанельные,1966,5,30.8,2025-01-01,4776000.0,155064.93506493507
78:10:0005209,Кирпичные,1965,4,30.1,2025-01-01,6300000.0,209302.32558139533
78:10:0005217,Кирпичные,1966,9,34.5,2025-01-01,7260000.0,210434.78260869565
78:10:0005212,Крупнопанельные,1968,8,73.6,2025-01-01,2065000.0,28057.065217391308
78:10:0005224,Кирпичные,1987,5,33.8,2025-01-01,5650000.0,167159.7633136095
78:10:0005211,Крупнопанельные,1972,5,61.4,2025-01-01,9500000.0,154723.12703583064
78:10:0005210,Кирпичные;Монолитные,2012,5,83.8,2025-01-01,21900000.0,261336.5155131265
78:10:0005218,Кирпичные,2006,7,82.7,2025-01-01,17200000.0,207980.6529625151
78:10:0005212,Крупнопанельные,1968,2,169.1,2025-01-01,24800000.0,146658.7817859255
78:10:0005210,Смешанные,2018,6,42.1,2025-01-01,11500000.0,273159.1448931116
78:10:0005211,Крупнопанельные,1968,6,29.4,2025-01-01,5800000.0,197278.91156462586
78:10:0005217,Крупнопанельные,1965,1,31.0,2025-01-01,5300000.0,170967.74193548388
78:10:0005211,Крупнопанельные,1970,5,30.4,2025-01-01,5600000.0,184210.5263157895
78:10:0005224,Крупнопанельные,1967,4,41.3,2025-01-01,5900000.0,142857.14285714287
78:10:0522301,Крупнопанельные,1968,5,45.0,2025-01-01,2900000.0,64444.444444444445
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,12,42.7,2025-01-01,13300000.0,311475.40983606555
78:10:0005217,Крупнопанельные,1965,5,164.4,2025-01-01,21300000.0,129562.04379562044
78:10:0005209,Кирпичные,1963,2,88.7,2025-01-01,13120000.0,147914.31792559187
78:10:0005210,Монолитные,2007,14,104.0,2025-01-01,22000000.0,211538.46153846153
78:10:0522301,Крупнопанельные,1968,4,44.7,2025-01-01,5650000.0,126398.21029082773
78:10:0005218,Крупнопанельные,1965,5,30.8,2025-01-01,4400000.0,142857.14285714284
78:10:0005209,Кирпичные,1968,2,32.0,2025-01-01,5700000.0,178125.0
78:10:0005224,Крупнопанельные,1967,5,45.1,2025-01-01,6850000.0,151884.70066518846
78:10:0005212,Крупнопанельные,1968,4,82.4,2025-01-01,15300000.0,185679.61165048543
78:10:0005218,Крупнопанельные,1966,5,76.5,2025-01-01,12080000.0,157908.49673202613
78:10:0005212,Кирпичные,1970,12,52.2,2025-01-01,10900000.0,208812.26053639845
78:10:0005217,Крупнопанельные,1965,1,75.8,2025-01-01,10300000.0,135883.90501319262
78:10:0005212,Крупнопанельные,1968,1,136.1,2025-01-01,19250000.0,141440.1175606172
78:10:0005211,Крупнопанельные,1967,4,31.1,2025-01-01,5950000.0,191318.32797427653
78:10:0005209,Кирпичные,1969,3,35.2,2025-01-01,7750000.0,220170.45454545453
78:10:0005210,Кирпичные;Монолитные,2007,6,27.4,2025-01-01,7300000.0,266423.3576642336
78:10:0005212,Крупнопанельные,1969,8,29.6,2025-01-01,5750000.0,194256.75675675675
78:10:0005211,Крупнопанельные,1968,8,79.8,2025-01-01,14130000.0,177067.66917293234
78:10:0005217,Крупнопанельные,1965,7,42.4,2025-01-01,6350000.0,149764.15094339623
78:10:0005217,Шлакобетонные,1965,2,44.6,2025-01-01,6500000.0,145739.91031390135
78:10:0005217,Крупнопанельные,1966,7,62.2,2025-01-01,10400000.0,167202.57234726686
78:10:0005224,Кирпичные,1987,1,33.0,2025-01-01,6240000.0,189090.9090909091
78:10:0005218,Крупнопанельные,1965,5,91.5,2025-01-01,11100000.0,121311.47540983607
78:10:0005211,Кирпичные,1979,14,58.5,2025-01-01,11350000.0,194017.09401709403
78:10:0005212,Крупнопанельные,1968,3,45.9,2025-01-01,8500000.0,185185.1851851852
78:10:0005210,Смешанные,2018,14,28.3,2025-01-01,8000000.0,282685.51236749114
78:10:0005210,Кирпичные;Монолитные,2012,3,64.7,2025-01-01,14075000.0,217542.50386398763
78:10:0005209,Кирпичные,1973,1,37.8,2025-01-01,1800000.0,47619.047619047626
78:10:0005224,Крупнопанельные,1967,4,45.7,2025-01-01,6050000.0,132385.1203501094
78:10:0005212,Крупнопанельные,2005,2,41.2,2025-01-01,12780000.0,310194.17475728155
78:10:0005209,Кирпичные,1964,2,30.7,2025-01-01,6000000.0,195439.7394136808
78:10:0005209,Кирпичные,1964,7,32.2,2025-01-01,7500000.0,232919.25465838506
78:10:0005211,Монолитные,2003,2,129.1,2025-01-01,23700000.0,183578.62122385748
78:10:0005217,Шлакобетонные,1965,3,44.5,2025-01-01,6150000.0,138202.24719101124
78:10:0005218,Крупнопанельные,1966,2,93.5,2025-01-01,13314800.0,142404.2780748663
78:10:0005217,Крупнопанельные,1966,1,45.6,2025-01-01,5000000.0,109649.12280701754
78:10:0005217,Шлакобетонные,1965,1,31.1,2025-01-01,5700000.0,183279.74276527332
78:10:0005225,Крупнопанельные,1967,5,45.1,2025-01-01,6670000.0,147893.56984478937
78:10:0005212,Крупнопанельные,1968,4,29.5,2025-01-01,8200000.0,277966.10169491527
78:10:0005217,Крупнопанельные,1965,4,31.3,2025-01-01,5110000.0,163258.78594249202
78:10:0005224,Крупнопанельные,1967,2,91.0,2025-01-01,13000000.0,142857.14285714287
78:10:0005218,Кирпичные,1969,6,45.1,2025-01-01,8100000.0,179600.88691796007
78:10:0005212,Крупнопанельные,1967,1,44.2,2025-01-01,3750000.0,84841.62895927601
78:10:0005209,Кирпичные,1969,8,32.4,2025-01-01,6200000.0,191358.02469135803
78:10:0005209,Кирпичные,1963,1,74.9,2025-01-01,12790000.0,170761.01468624832
78:10:0005209,Кирпичные,1968,4,102.4,2025-01-01,16500000.0,161132.8125
78:10:0005211,Крупнопанельные,1968,8,30.4,2025-01-01,4900000.0,161184.2105263158
78:10:0005218,Крупнопанельные,1972,3,60.7,2025-01-01,7599000.0,125189.45634266885
78:10:0005212,Крупнопанельные,1967,4,44.7,2025-01-01,6500000.0,145413.870246085
78:10:0005224,Крупнопанельные,1966,4,59.1,2025-01-01,8400000.0,142131.97969543148
78:10:0005224,Крупнопанельные,2005,16,41.8,2025-01-01,7600000.0,181818.18181818182
78:10:0005212,Монолитные,2008,14,40.7,2025-01-01,9500000.0,233415.2334152334
78:10:0005211,Крупнопанельные,1969,1,44.3,2025-01-01,3400000.0,76749.43566591422
